game_id,name_jp,description_en,description_jp
289747,,"Super Susuru Soup is a Japanese card game. Susuru means slurp; in Japan, noisily slurping up your ramen is good manners. It shows the food is being thoroughly enjoyed.&#10;&#10;This is a game to collect high-class and trendy ingredient cards to make soup. However, it is difficult to foresee trends. Even if you collect the best ingredients, you may not be able to use them if they are not in trend... Try to make the best soup by collecting trendy ingredients that are also quite high-class.&#10;&#10;&#233;&#171;&#152;&#231;&#180;&#154;&#227;&#129;&#167;&#230;&#181;&#129;&#232;&#161;&#140;&#227;&#130;&#138;&#227;&#129;&#174;&#231;&#180;&#160;&#230;&#157;&#144;&#227;&#129;&#174;&#227;&#130;&#171;&#227;&#131;&#188;&#227;&#131;&#136;&#227;&#130;&#153;&#227;&#130;&#146;&#233;&#155;&#134;&#227;&#130;&#129;&#227;&#129;&#166;&#227;&#130;&#185;&#227;&#131;&#188;&#227;&#131;&#149;&#227;&#130;&#154;&#227;&#130;&#146;&#228;&#189;&#156;&#227;&#130;&#139;&#227;&#129;&#147;&#227;&#129;&#168;&#227;&#129;&#166;&#227;&#130;&#153;&#227;&#129;&#153;&#227;&#128;&#130;&#227;&#129;&#159;&#227;&#129;&#159;&#227;&#130;&#153;&#227;&#129;&#151;&#227;&#128;&#129;&#230;&#181;&#129;&#232;&#161;&#140;&#227;&#130;&#138;&#227;&#129;&#175;&#229;&#133;&#136;&#232;&#170;&#173;&#227;&#129;&#191;&#227;&#129;&#153;&#227;&#130;&#139;&#227;&#129;&#174;&#227;&#129;&#139;&#227;&#130;&#153;&#233;&#155;&#163;&#227;&#129;&#151;&#227;&#129;&#132;&#227;&#128;&#130;&#227;&#129;&#169;&#227;&#130;&#147;&#227;&#129;&#170;&#227;&#129;&#171;&#232;&#137;&#175;&#227;&#129;&#132;&#231;&#180;&#160;&#230;&#157;&#144;&#227;&#130;&#146;&#233;&#155;&#134;&#227;&#130;&#129;&#227;&#129;&#166;&#227;&#130;&#130;&#230;&#181;&#129;&#232;&#161;&#140;&#227;&#130;&#138;&#227;&#129;&#174;&#231;&#180;&#160;&#230;&#157;&#144;&#227;&#129;&#167;&#227;&#129;&#170;&#227;&#129;&#145;&#227;&#130;&#140;&#227;&#129;&#176;&#228;&#189;&#191;&#227;&#129;&#136;&#227;&#129;&#170;&#227;&#129;&#143;&#227;&#129;&#170;&#227;&#130;&#139;&#227;&#129;&#147;&#227;&#129;&#168;&#227;&#130;&#130;...&#230;&#181;&#129;&#232;&#161;&#140;&#227;&#130;&#138;&#227;&#129;&#174;&#231;&#180;&#160;&#230;&#157;&#144;&#227;&#129;&#166;&#227;&#130;&#153;&#228;&#184;&#148;&#227;&#129;&#164;&#227;&#129;&#170;&#227;&#130;&#139;&#227;&#129;&#184;&#227;&#130;&#153;&#227;&#129;&#143;&#233;&#171;&#152;&#231;&#180;&#154;&#227;&#129;&#170;&#231;&#180;&#160;&#230;&#157;&#144;&#227;&#130;&#146;&#233;&#155;&#134;&#227;&#130;&#129;&#227;&#129;&#166;&#230;&#156;&#128;&#233;&#171;&#152;&#227;&#129;&#174;&#227;&#130;&#185;&#227;&#131;&#188;&#227;&#131;&#149;&#227;&#130;&#154;&#227;&#130;&#146;&#228;&#189;&#156;&#227;&#130;&#139;&#227;&#129;&#147;&#227;&#129;&#168;&#227;&#130;&#146;&#231;&#155;&#174;&#230;&#140;&#135;&#227;&#129;&#151;&#227;&#129;&#190;&#227;&#129;&#151;&#227;&#130;&#135;&#227;&#129;&#134;&#227;&#128;&#130;&#10;publisher's summary&#10;&#10;",
268665,すずめ雀,A game in which you can enjoy the tactics of mahjong extremely simply. Exchange your 5 tiles one by one and gain points.&#10;&#10;,
146508,タイムストーリーズ,"Description from the publisher:&#10;&#10;The T.I.M.E Agency protects humanity by preventing temporal faults and paradoxes from threatening the fabric of our universe. As temporal agents, you and your team will be sent into the bodies of beings from different worlds or realities to successfully complete the missions given to you. Failure is impossible, as you will be able to go back in time as many times as required.&#10;&#10;T.I.M.E Stories is a narrative game, a game of &quot;decksploration&quot;. Each player is free to give their character as deep a &quot;role&quot; as they want, in order to live through a story, as much in the game as around the table. But it's also a board game with rules which allow for reflection and optimization.&#10;&#10;At the beginning of the game, the players are at their home base and receive their mission briefing. The object is then to complete it in as few attempts as possible. The actions and movements of the players will use Temporal Units (TU), the quantity of which depend on the scenario and the number of players. Each attempt is called a &quot;run&quot;; one run equals the use of all of the Temporal Units at the players' disposal. When the TU reach zero, the agents are recalled to the agency, and restart the scenario from the beginning, armed with their experience. The object of the game is to make the perfect run, while solving all of the puzzles and overcoming all of a scenario&rsquo;s obstacles.&#10;&#10;The base box contains the entirety of the T.I.M.E Stories system and allows players to play all of the scenarios, the first of which &mdash; Asylum &mdash; is included. During a scenario, which consists of a deck of 120+ cards, each player explores cards, presented most often in the form of a panorama. Access to some cards require the possession of the proper item or items, while others present surprises, enemies, riddles, clues, and other dangers.&#10;&#10;You usually take possession of local hosts to navigate in a given environment, but who knows what you'll have to do to succeed? Roam a med-fan city, looking for the dungeon where the Syaan king is hiding? Survive in the Antarctic while enormous creatures lurk beneath the surface of the ice? Solve a puzzle in an early 20th century asylum? That is all possible, and you might even have to jump from one host to another, or play against your fellow agents from time to time...&#10;&#10;In the box, an insert allows players to &quot;save&quot; the game at any point, to play over multiple sessions, just like in a video game. This way, it's possible to pause your ongoing game by preserving the state of the receptacles, the remaining TU, the discovered clues, etc.&#10;&#10;T.I.M.E Stories is a decksploring game in which each deck makes anything possible!&#10;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#9;Official FAQ&#10;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#10;&#9;&#9;&#9;&#9;&#9;Expansions were published in this order:&#10;&#10;Asylum (base game) (2015)&#10;T.I.M.E Stories: The Marcy Case (2015)&#10;T.I.M.E Stories: A Prophecy of Dragons (2016) &#10;T.I.M.E Stories: Under the Mask (2016) &#10;T.I.M.E Stories: Expedition &#226;&#128;&#147; Endurance (2017) &#10;T.I.M.E Stories: Lumen Fidei (2017)&#10;T.I.M.E Stories: Estrella Drive (2017)&#10;T.I.M.E Stories: Brotherhood of the Coast (2018)&#10;T.I.M.E Stories: Madame (2019)&#10;&#10;The Expansions link below also includes many fan-made expansions.&#10;&#10;",
189035,タイムストーリーズ：龍の預言,"7553 AT (Alternative Timeline): Forget all you know about the Middle Ages, and explore a new reality in which magic changes everything.&#10;&#10;T.I.M.E Stories: A Prophecy of Dragons is the second official expansion for T.I.M.E Stories.&#10;&#10;",
180585,タイムストーリーズ：マーシー事件,The Marcy Case is a thrilling scenario for T.I.M.E Stories that brings you to the United States in 1992.&#10;It is the first official expansion for T.I.M.E Stories.&#10;&#10;,
39206,ウッドマン,"There are two very different versions of Toc Toc Woodman, and also a third edition named Click Clack Lumberjack which makes minor additions to the second edition of Toc Toc Woodman.  In each version, the object of the game revolves around using a plastic axe to tap a tree made out of individual flat segments without causing any segments to fall out of the tree.&#10;&#10;Tok Tok Woodman First edition:&#10;A very simple dexterity game with 12 large wooden discs, a wooden axe, and a die. The discs are stacked as a tower. A player turn consists of rolling the die and then hitting the tower with the axe. For example, if you roll a five, you have to hit the fifth disc five times with the axe. The player causing the tower to fall loses.&#10;&#10;Toc Toc Woodman Second edition: &#10;A dexterity game where nine plastic tree segments are stacked up.  Each tree segment has four bark sections around it.  On their turn, a player gets two taps with the axe to try and knock off pieces of bark from the tree segments for one point a piece. But be careful, if a tree segment comes down it's minus 5 points! A quick unique dexterity game.&#10;&#10;Click Clack Lumberjack First edition:&#10;Very similar to Toc Toc Woodman Second edition, but adds some optional grub stickers which you may apply to bark pieces in order to add various rules for the grub.  Also comes in smaller, more portable packaging and at a lower price point.&#10;&#10;",
153,赤箱ニムト,"Relying heavily on his previous effort, 6 Nimmt!, Wolfgang Kramer has transformed it into a more strategic game.  The deck is numbered from 1 to 98, with some of the cards having green bullheads and others having red bullheads.  In this game greens are positive points and reds are negative points.  As in 6 Nimmt!, players are constructing sets of cards, with the fifth card in a set taking the whole thing.  This time, however, players take their turns sequentially and can play one to three cards from their hands.&#10;&#10;In a confusing twist, the Dutch edition of 6 Nimmt! is called Take 5! but is the progenitor game, not this game.&#10;&#10;",
908,ハラリ,"What happens when the hunter becomes the hunted?&#10;&#10;In Tally Ho!, one player takes the role of the hunters and the lumberjacks; the other takes the role of the foxes and bears. Both players hunt each other!&#10;&#10;At first the forest lies peacefully under the face-down tiles. As the players turn the tiles over and move them on the board, the forest awakens and the hunt destroys the serenity of the forest. The lumberjacks cut swaths through the forest to provide hunting fields for the hunters. The bears then use these same aisles to track the hunters and lumberjacks. And both sides hunt the ducks who are just trying to live in peace!&#10;&#10;The two sides are balanced with luck dominating the early game, but skill taking over at the end. Good hunting!&#10;&#10;Originally published by Spear Spiele in 1973 as Jag und Schlag, Kosmos republished the game in 2000 as Tally Ho! / Halali! as part of its Kosmos two-player series.&#10;&#10;",
118048,タルギ,"Theme and overview:&#10;&#10;Unlike in other cultures, the desert Tuareg men, known as Targi, cover their faces whereas women of the tribe do not wear veils. They run the household and they have the last word at home in the tents. Different families are divided into tribes, headed by the &lsquo;Imascheren&rsquo; (or nobles). As leader of a Tuareg tribe, players trade goods from near (such as dates and salt) and far (like pepper), in order to obtain gold and other benefits, and enlarge their family. In each round their new offerings are made. Cards are a means to an end, in order to obtain the popular tribe cards.&#10;&#10;Gameplay:&#10;&#10;The board consists of a 5x5 grid: a border of 16 squares with printed action symbols and then 9 blank squares in the centre onto which cards are dealt. Meeples are placed one at a time on the spaces at the edges of the board (not including corner squares). You cannot place a meeple on a square the opponent has a meeple on already, nor on a square facing opponent's meeple. Once all meeples are placed, players then execute the actions on the border squares the meeples are on and also take the cards from the centre that match the row and column of the border meeples.&#10;&#10;The game is predominantly scored and won by playing tribal cards to your display. These give advantages during the game and victory points at the end. Usually cards are played (or discarded) immediately once drawn. A single card can be kept in hand but then requires a special action to play it (or to discard it to free the hand spot for another card). Each card has a cost in goods to play. Goods are obtained either from border spaces or from goods cards.&#10;&#10;The display (for scoring) consists of 3 rows of 4 cards that are filled from left to right and cannot be moved once placed (barring some special cards). There is also a balance to be found between the victory point score on the cards themselves (1-3 VP per tribal card) and in the combinations per row (a full row of 4 identical card types gets you an additional 4 VP, and a full row of 4 distinct card types gets you 2 VP).&#10;&#10;The winner at the end of the game is the player with the most victory points.&#10;&#10;",
269207,ティーフィンタールの酒場,"In the village of Tiefenthal lies &quot;The Tavern of the Deep Valley&quot;. There, all citizens from the area gather, but it's important to attract new, wealthy guests for only then is there enough money to expand the tavern, which will then lure nobles into the tavern as well. But which tavern expansion is best? Should you focus on money? Or rather ensure that the beer will keep flowing?&#10;&#10;In The Taverns of Tiefenthal, the challenge is to skillfully choose the dice and develop your personal deck of cards as profitably as possible. The game is structured with five modules so that your group can add extra levels of complexity as you become more familiar with the game.&#10;&#10;AWARDS&#10;2019  SXSW Tabletop Game of the Year nominee&#10;2019  The American Tabletop Awards COMPLEX GAMES winner&#10;&#10;",
294448,２人でお茶を,"Tea for 2 is an easy-to-learn, yet hard to master deck-building game set in Alice's Wonderland that combines easy rules and strategic play. To do battle, players simultaneously flip over the top card of their decks. The player with the highest card can use the card's effect or buy a new card for their deck! Players will collect hourglasses and tarts, and try to keep their hands on the pink flamingo to win!&#10;&#10;&mdash;description from the publisher&#10;&#10;",
181329,チームプレイ,"Which team will be the first to complete eight tasks?&#10;&#10;In Team Play, you try to support your partner by passing along the right cards at the right time to complete goal cards, while also keeping an eye on your opponents and a third eye on the face-up cards in the middle of the table.&#10;&#10;",
